'label1','label2','in','on','belongs_in','belongs_on','is_a'
'object34','object9',,,,,
'object34','object10',0,,,,
'object34','object11',,1,,0,
'object34','object12',0,,,,
'object34','object13',,,,,
'object34','object14',,1,,0,
'object34','object15',0,,,,
'object34','object16',,,,,
'object34','object17',,,,0,
'object34','object18',,,0,,
'object34','object19',,,0,,
'object34','object20',,,0,,
'object34','object21',0,1,,,
'object34','object22',,,0,,
'object34','object23',,,,,
'object34','object24',0,,,0,
'object34','object25',,,,,
'object34','object26',0,1,0,,0
'object34','object27',,,,0,
'object34','object28',,,,0,0
'object34','object29',0,,,,
'object34','object30',,,,,
'object34','object31',,,0,,
'object34','object32',,1,,,
'object34','object33',,,,,
'object34','object34',,,,,0
'object34','object35',0,,0,,
'object34','object36',,,,,
'object34','object37',,,,,
'object34','object38',,,,,
'object34','object39',,1,,,
'object34','object40',,1,,,
'object34','object41',,,,0,
'object34','object42',,,,0,
'object34','object43',,,,0,
'object34','object44',,,0,,
'object34','object45',,,,0,0
'object34','object46',0,,,,0
'object34','object47',0,,0,,
'object34','object48',,,,,
'object34','object49',0,,,0,
'object34','object50',1,0,,,
'object34','object51',1,,,,
'object34','object52',,,,,
'object34','object53',,0,0,,
'object34','object54',,,,,
'object34','object55',,,,,
'object34','object56',,,,,0
'object34','object57',,,,0,
'object34','object58',,,,0,0
'object34','object59',,0,,,
'object34','object60',,,0,,
'object34','object61',,,,,
'object34','object62',0,,,,
'object35','object0',,,0,,
'object35','object1',,,,,
'object35','object2',,1,,,
'object35','object3',,,,,
'object35','object4',,,,,
'object35','object5',,,,,0
'object35','object6',0,1,,,0
'object35','object7',,,,0,
'object35','object8',0,,,,
'object35','object9',,,,,
'object35','object10',,,,0,0
'object35','object11',0,,,,
'object35','object12',0,,,,
'object35','object13',,,,,
'object35','object14',0,,0,0,
'object35','object15',,,,,
'object35','object16',,,0,,
'object35','object17',,,,,0
'object35','object18',,,,,
'object35','object19',,1,,,
'object35','object20',0,,,,
'object35','object21',,,,,
'object35','object22',,,,,0
'object35','object23',,,0,,
'object35','object24',,,,0,
'object35','object25',0,,,0,
'object35','object26',,,,0,0
'object35','object27',,1,,0,
'object35','object28',,,,0,
'object35','object29',,,,,
'object35','object30',,,,,0
'object35','object31',,,,,
'object35','object32',,,0,,
'object35','object33',,,,0,0
'object35','object34',,,0,0,
'object35','object35',0,,0,,
'object35','object36',,,,0,
'object35','object37',,,0,,
'object35','object38',,,,,
'object35','object39',,,,,
'object35','object40',0,,,,
'object35','object41',,,0,,
'object35','object42',,,,0,
'object35','object43',,,,,
'object35','object44',,,0,,0
'object35','object45',,,,,0
'object35','object46',,,,,
'object35','object47',,,,,
'object35','object48',,,,,
'object35','object49',,,,,
'object35','object50',1,,,,
'object35','object51',1,0,0,,
'object35','object52',,,,,0
'object35','object53',,,,,0
'object35','object54',1,0,,0,
'object35','object55',,,,,
'object35','object56',,,,,
'object35','object57',,,,0,0
'object35','object58',,,,,
'object35','object59',0,,,,
'object35','object60',,1,,,
'object35','object61',0,,0,,
'object35','object62',,0,,,
'object36','object0',,,0,,
'object36','object1',,,,,
'object36','object2',,,,,
'object36','object3',,,,0,
'object36','object4',,1,,,
'object36','object5',,1,,,
'object36','object6',,,,,
'object36','object7',,,0,,
'object36','object8',,,,,
'object36','object9',0,,,,0
'object36','object10',,,,,
'object36','object11',,,,,
'object36','object12',,,,,0
'object36','object13',,1,0,0,
'object36','object14',,,,,
'object36','object15',,,,0,
'object36','object16',,1,,,
'object36','object17',,,,,
'object36','object18',0,1,,,
'object36','object19',0,,0,,
'object36','object20',,1,0,,
'object36','object21',,,,,
'object36','object22',,,,,
'object36','object23',,,0,0,0
'object36','object24',,,,,
'object36','object25',,,,,
'object36','object26',0,1,,,
'object36','object27',,1,0,0,
'object36','object28',,,,,
'object36','object29',,,,,0
'object36','object30',,,,,
'object36','object31',,,,,
'object36','object32',,1,,,
'object36','object33',,,,0,
'object36','object34',0,,,,
'object36','object35',,1,,,0
'object36','object36',,,,,
'object36','object37',,,0,0,
'object36','object38',,,,0,
'object36','object39',0,,0,,0
'object36','object40',,,0,,
'object36','object41',,,,0,0
'object36','object42',,,,,
'object36','object43',,,,,0
'object36','object44',,,,,
'object36','object45',,,,,0
'object36','object46',,,0,0,0
'object36','object47',,,,,
'object36','object48',,,,,0
'object36','object49',,,,,
'object36','object50',1,,1,0,
'object36','object51',,,,,
'object36','object52',,,,,
'object36','object53',,,0,,
'object36','object54',,,,0,
'object36','object55',,,,,
'object36','object56',,,,,
'object36','object57',,0,0,,
'object36','object58',0,,,,
'object36','object59',,,,,
'object36','object60',,,,,
'object36','object61',,,,,
'object36','object62',,,,,
'object37','object0',,,,0,
'object37','object1',,1,,0,
'object37','object2',,,,,
'object37','object3',0,,,,
'object37','object4',0,,,,
'object37','object5',,,,,
'object37','object6',,,0,,
'object37','object7',0,,0,,
'object37','object8',,,,,
'object37','object9',,,,0,
'object37','object10',0,1,,0,
'object37','object11',,,,0,
'object37','object12',0,,,,0
'object37','object13',,,,,
'object37','object14',,,0,,
'object37','object15',,,,,
'object37','object16',,,,,
'object37','object17',,,,,
'object37','object18',,,,,
'object37','object19',,1,,,
'object37','object20',0,,,,
'object37','object21',0,,,0,
'object37','object22',,,,,
'object37','object23',,,,,
'object37','object24',,,,0,
'object37','object25',,,,,
'object37','object26',,1,,,
'object37','object27',,,0,,
'object37','object28',,,,,
'object37','object29',0,,,,0
'object37','object30',,,,,0
'object37','object31',,,0,,
'object37','object32',,,,,
'object37','object33',,,,,
'object37','object34',,,,0,
'object37','object35',,,0,,
'object37','object36',,,0,,
'object37','object37',,,,,
'object37','object38',,1,,,
'object37','object39',,,,0,0
'object37','object40',,,0,,
'object37','object41',,,,,
'object37','object42',,,,0,
'object37','object43',,,,,
'object37','object44',,,,0,
'object37','object45',0,,,,
'object37','object46',,1,,,
'object37','object47',,1,,,
'object37','object48',,,,,
'object37','object49',,,,,
'object37','object50',1,,,,
'object37','object51',,0,,,
'object37','object52',,,,,
'object37','object53',,,,0,
'object37','object54',,,,0,
'object37','object55',0,,0,,
'object37','object56',0,,,,
'object37','object57',,,,,
'object37','object58',,,,,
'object37','object59',,,,,0
'object37','object60',,1,,,1
'object37','object61',0,,,,
'object37','object62',,,,,
'object38','object0',,,,0,
'object38','object1',0,,,,
'object38','object2',,,,,
'object38','object3',,,,,0
'object38','object4',,,0,,
'object38','object5',,,0,,
'object38','object6',,,0,0,
'object38','object7',,,,,0
'object38','object8',,,,,0
'object38','object9',,,,0,
'object38','object10',,,,,0
'object38','object11',,,,,
'object38','object12',,,,,
'object38','object13',,,,,
'object38','object14',,,,,0
'object38','object15',,1,,,0
'object38','object16',,,,,0
'object38','object17',,1,0,,
'object38','object18',,1,,0,
'object38','object19',,,,,
'object38','object20',,,,,
'object38','object21',,,,,0
'object38','object22',,,,,
'object38','object23',0,,,,
'object38','object24',,,,,
'object38','object25',,,,,
'object38','object26',,,,,
'object38','object27',,,,,
'object38','object28',0,,0,,0
'object38','object29',,,,,
'object38','object30',,,0,,
'object38','object31',,,0,,
'object38','object32',,,0,,
'object38','object33',,,,,
'object38','object34',,,,,
'object38','object35',,,,,
'object38','object36',,,,,
'object38','object37',0,,0,,
'object38','object38',,,,,0
'object38','object39',0,,0,,
'object38','object40',0,,,,
'object38','object41',,,0,,
'object38','object42',,,,,
'object38','object43',,1,,,
'object38','object44',,,,,
'object38','object45',,,0,,
'object38','object46',,,,0,0
'object38','object47',,1,,,
'object38','object48',,,0,,
'object38','object49',0,,,,
'object38','object50',,,1,,0
'object38','object51',,0,,0,
'object38','object52',1,,,0,
'object38','object53',1,,,,
'object38','object54',,,,0,
'object38','object55',,,,,0
'object38','object56',0,,,,
'object38','object57',,,,,
'object38','object58',,,,0,
'object38','object59',0,,,0,
'object38','object60',0,1,,,
'object38','object61',0,,,,
'object38','object62',,,,,
'object39','object0',,1,,,
'object39','object1',,1,0,0,
'object39','object2',,,,,
'object39','object3',,1,,,
'object39','object4',,,,0,
'object39','object5',,,0,,
'object39','object6',,,,,0
'object39','object7',,,,0,
'object39','object8',,,,,
'object39','object9',,1,,0,
'object39','object10',,1,,,0
'object39','object11',0,,,0,
'object39','object12',,,,,
'object39','object13',,,,0,
'object39','object14',,1,,,
'object39','object15',0,,0,,0
'object39','object16',,,,,
'object39','object17',,,,0,
'object39','object18',,,,,
'object39','object19',,,,,
'object39','object20',,,,0,0
'object39','object21',,,0,,
'object39','object22',,,,0,0
'object39','object23',0,,,,
'object39','object24',,,,,
'object39','object25',0,,,,
'object39','object26',,,,,
'object39','object27',,1,,,0
'object39','object28',,,,0,
'object39','object29',,1,,0,
'object39','object30',,1,,,
'object39','object31',,,0,,0
'object39','object32',,,,,
'object39','object33',,,0,,
'object39','object34',,1,,0,0
'object39','object35',,1,,,
'object39','object36',,,,,
'object39','object37',,,,,
'object39','object38',,,0,,0
'object39','object39',0,,,0,
'object39','object40',,,,,
'object39','object41',,,0,,
'object39','object42',,1,,,
'object39','object43',,,0,,
'object39','object44',,,,,
'object39','object45',,,,,0
'object39','object46',,,0,,
'object39','object47',0,,,,
'object39','object48',0,,,,
'object39','object49',,,,,0
'object39','object50',,,,,
'object39','object51',1,,,,0
'object39','object52',,0,,,
'object39','object53',,,,,
'object39','object54',1,,,0,0
'object39','object55',,,,0,0
'object39','object56',,0,,0,
'object39','object57',,0,,,
'object39','object58',,,,,
'object39','object59',,,,,
'object39','object60',,,,,
'object39','object61',0,,,,
'object39','object62',,,,,0
'object40','object0',,,0,,0
'object40','object1',0,,,,
'object40','object2',,1,,,
'object40','object3',,,,0,
'object40','object4',0,,,,0
'object40','object5',,1,0,,
'object40','object6',0,,,,
'object40','object7',,,,,0
'object40','object8',,1,,,
'object40','object9',,,,,
'object40','object10',,,0,,0
'object40','object11',,,,,0
'object40','object12',,,0,,
'object40','object13',,,0,,
'object40','object14',,,,,
'object40','object15',,,,,
'object40','object16',0,,,,
'object40','object17',,,0,,
'object40','object18',,,,,
'object40','object19',,1,,,
'object40','object20',,,,0,
'object40','object21',,,,,
'object40','object22',,,,,
'object40','object23',,,,,
'object40','object24',,,0,,
'object40','object25',,,0,0,
'object40','object26',0,,,,
'object40','object27',,,,,
'object40','object28',,,,,
'object40','object29',0,,,,
'object40','object30',,1,,,
'object40','object31',,1,,,
'object40','object32',,,,,0
'object40','object33',,,,,
'object40','object34',,,,,
'object40','object35',,,,,
'object40','object36',,,,,
'object40','object37',,,,,0
'object40','object38',,,,0,0
'object40','object39',0,,0,,
'object40','object40',0,,,,
'object40','object41',,,,,
'object40','object42',,,,,
'object40','object43',,,,,
'object40','object44',,,,,0
'object40','object45',,,,,
'object40','object46',0,,0,,
'object40','object47',,1,,0,
'object40','object48',,,0,,
'object40','object49',,,,,
'object40','object50',,,,,
'object40','object51',,,,,
'object40','object52',,0,,,
'object40','object53',,,0,,
'object40','object54',1,0,,0,
'object40','object55',,,,,
'object40','object56',,,,,
'object40','object57',0,,,,0
'object40','object58',,0,0,,0
'object40','object59',,0,,,
'object40','object60',,,,,
'object40','object61',,,,,
'object40','object62',,0,0,,
'object41','object0',,,,,
'object41','object1',,,,0,
'object41','object2',,,0,,
'object41','object3',,,,,0
'object41','object4',,,,,
'object41','object5',,,,,
'object41','object6',,1,,0,
'object41','object7',0,1,,,0
'object41','object8',,,,,0
'object41','object9',,1,,,
'object41','object10',,,,,
'object41','object11',,1,,,
'object41','object12',,,0,,
'object41','object13',,1,,0,0
'object41','object14',,1,,,
'object41','object15',,,,,
'object41','object16',,,0,0,0
'object41','object17',,,,,
'object41','object18',,,,,0
'object41','object19',,,0,,
'object41','object20',,1,,,
'object41','object21',,1,,,
'object41','object22',,,,0,
'object41','object23',,,,,
'object41','object24',,,,,
'object41','object25',,1,,,
'object41','object26',,1,,,
'object41','object27',,,0,,
'object41','object28',,,,,
'object41','object29',,,,0,
'object41','object30',,,,0,
'object41','object31',0,,,,
'object41','object32',0,,,,
'object41','object33',,,,,
'object41','object34',0,1,,,
'object41','object35',,,,0,
'object41','object36',,,,,
'object41','object37',,,,,0
'object41','object38',,1,0,0,
'object41','object39',,1,0,0,
'object41','object40',,,,,
'object41','object41',,,,,
'object41','object42',,,,,
'object41','object43',,,0,,
'object41','object44',0,,,,
'object41','object45',,,,,
'object41','object46',,1,,,
'object41','object47',,,,0,
'object41','object48',,,,,
'object41','object49',,,,,
'object41','object50',,0,,0,
'object41','object51',,,,,
'object41','object52',,0,,,
'object41','object53',,,,,
'object41','object54',1,,,,
'object41','object55',,,,,
'object41','object56',,,,,
'object41','object57',,0,0,,
'object41','object58',,,,,
'object41','object59',,0,,,
'object41','object60',,,,,
'object41','object61',0,,,,0
'object41','object62',,,,0,0
'object42','object0',,,,0,
'object42','object1',,1,,,
'object42','object2',,,,0,
'object42','object3',,,,,
'object42','object4',,,0,,
'object42','object5',0,,,,
'object42','object6',,,,,0
'object42','object7',,1,,,
'object42','object8',0,,,0,
'object42','object9',,,,,
'object42','object10',,,,,
'object42','object11',,1,,,
'object42','object12',,,,,
'object42','object13',,,,,
'object42','object14',,,,,
'object42','object15',0,,,,
'object42','object16',0,,,,0
'object42','object17',0,,,0,0
'object42','object18',,,,,
'object42','object19',,,,0,
'object42','object20',,,0,,
'object42','object21',0,1,,,
'object42','object22',0,,,,
'object42','object23',,,,,
'object42','object24',,,,,
'object42','object25',,,,,0
'object42','object26',,,,,
'object42','object27',,,,,
'object42','object28',,,,,0
'object42','object29',,,,0,
'object42','object30',0,,,,
'object42','object31',,,,0,
'object42','object32',,,,,
'object42','object33',0,,0,,0
'object42','object34',0,,,,
'object42','object35',0,,0,0,
'object42','object36',,,,,
'object42','object37',,,,,
'object42','object38',,,,,
'object42','object39',,,,,
'object42','object40',,,,,
'object42','object41',0,,,,
'object42','object42',,,,,
'object42','object43',,,,,
'object42','object44',,,,0,
'object42','object45',0,,0,,
'object42','object46',0,,,,0
'object42','object47',,1,,,
'object42','object48',0,,,,
'object42','object49',,,,,
'object42','object50',,,1,,
'object42','object51',,0,,,
'object42','object52',,0,,,0
'object42','object53',,,,0,
'object42','object54',,,,,0
'object42','object55',,,0,,
'object42','object56',,0,0,,
'object42','object57',,,0,,
'object42','object58',0,,,,
'object42','object59',0,,0,,0
'object42','object60',,,,,
'object42','object61',,,,,
'object42','object62',,,,,
'object43','object0',0,,,,
'object43','object1',,,,,
'object43','object2',0,,,,
'object43','object3',,,,0,
'object43','object4',,,,,
'object43','object5',,,0,,
'object43','object6',,,,,
'object43','object7',,,,0,
'object43','object8',,,,,
'object43','object9',,,,,
'object43','object10',,,,,
'object43','object11',,,,0,
'object43','object12',,1,0,0,
'object43','object13',0,,0,,
'object43','object14',,,,0,
'object43','object15',,,,,
'object43','object16',,,,,0
'object43','object17',,,,,
'object43','object18',,,,,
'object43','object19',,,,,
'object43','object20',0,1,,0,
'object43','object21',,,,0,
'object43','object22',,,,,
'object43','object23',,,,0,
'object43','object24',,,,,
'object43','object25',,,,,
'object43','object26',,,,,
'object43','object27',,,,,
'object43','object28',0,,,,0
'object43','object29',,,,,
'object43','object30',,,,,
'object43','object31',,1,,0,
'object43','object32',,,,,
'object43','object33',,,,,
'object43','object34',,,,,
'object43','object35',,,0,0,
'object43','object36',,,0,,
'object43','object37',,,,,
'object43','object38',,,0,,
'object43','object39',,,,,0
'object43','object40',0,1,0,,0
'object43','object41',0,,,,
'object43','object42',,,,,0
'object43','object43',0,,,,
'object43','object44',,,,,
'object43','object45',,,0,,
'object43','object46',,1,,,
'object43','object47',,,,,0
'object43','object48',0,,0,,0
'object43','object49',,,,0,
'object43','object50',,,,,
'object43','object51',,,,,
'object43','object52',,,,,
'object43','object53',1,,,,
'object43','object54',,,,0,
'object43','object55',,,,,
'object43','object56',0,,,,
'object43','object57',,,,,
'object43','object58',,,,,
'object43','object59',,,,,
'object43','object60',0,1,0,0,1
'object43','object61',,,,0,
'object43','object62',,0,,,
'object44','object0',,,,,
'object44','object1',0,,,0,
'object44','object2',,,,,0
'object44','object3',0,,,0,
'object44','object4',,,,,
'object44','object5',,,0,0,0
'object44','object6',,,0,,
'object44','object7',,,,,
'object44','object8',,,,,
'object44','object9',,,,,0
'object44','object10',,,0,0,
'object44','object11',0,,,0,
'object44','object12',,,,,
'object44','object13',,,,,
'object44','object14',,,,,
'object44','object15',,,,,
'object44','object16',,,0,0,
'object44','object17',,1,,,
'object44','object18',,,0,,0
'object44','object19',0,,,,
'object44','object20',,,,,
'object44','object21',0,,0,,
'object44','object22',,,0,,
'object44','object23',,,,,
'object44','object24',,,0,,
'object44','object25',,,,0,
'object44','object26',,,,,
'object44','object27',,1,,,0
'object44','object28',,,0,,0
'object44','object29',,,,,
'object44','object30',,1,,,
'object44','object31',0,,,0,0
'object44','object32',,,,0,
'object44','object33',,,0,0,
'object44','object34',,,0,,
'object44','object35',,,,,
'object44','object36',,,,0,
'object44','object37',,,,,
'object44','object38',,,,,
'object44','object39',,,,,0
'object44','object40',,,,,
'object44','object41',,1,,,
'object44','object42',0,,,,
'object44','object43',0,,0,,
'object44','object44',,1,,,
'object44','object45',,1,,,0
'object44','object46',,,,,
'object44','object47',0,,,,
'object44','object48',,,,0,
'object44','object49',,,,,
'object44','object50',1,,1,,
'object44','object51',,,,,
'object44','object52',,0,,,
'object44','object53',,,,,
'object44','object54',,,,,
'object44','object55',,,,,
'object44','object56',,,,,0
'object44','object57',0,0,,,
'object44','object58',,,,,
'object44','object59',,,,,
'object44','object60',,,,,
'object44','object61',,,0,,
'object44','object62',,,,,
'object45','object0',,,,,
'object45','object1',,,,,
'object45','object2',,1,,,
'object45','object3',,1,,,
'object45','object4',,,,,
'object45','object5',,,,,
'object45','object6',,,,,
'object45','object7',,,,,
'object45','object8',,,,,
'object45','object9',,,0,,0
'object45','object10',,1,,,0
'object45','object11',0,,,,
'object45','object12',0,,,,0
'object45','object13',,,,,
'object45','object14',,1,,0,
'object45','object15',,,,,
'object45','object16',,,,,
'object45','object17',,,,,0
'object45','object18',,,0,0,
'object45','object19',,,0,,0
'object45','object20',,1,0,,
'object45','object21',,1,,,
'object45','object22',,1,,,
'object45','object23',,,,,
'object45','object24',,,,,0
'object45','object25',,,,0,
'object45','object26',0,1,,,
'object45','object27',0,1,,,
'object45','object28',,,,,
'object45','object29',,1,0,,
'object45','object30',,,,,
'object45','object31',,,0,,
'object45','object32',,,,,
'object45','object33',,,,0,0
'object45','object34',,1,,,
'object45','object35',,,,,
'object45','object36',,1,,,
'object45','object37',,,,,0
'object45','object38',,,,,
'object45','object39',,,,,
'object45','object40',,,0,,0
'object45','object41',,,,,
'object45','object42',,,,,
'object45','object43',,,,,
'object45','object44',,,,,
'object45','object45',,,,,
'object45','object46',,,0,,0
'object45','object47',0,,,,
'object45','object48',,,0,,
'object45','object49',,,,,
'object45','object50',,,,0,
'object45','object51',,,0,,
'object45','object52',,,0,,0
'object45','object53',,0,,0,0
'object45','object54',,,,,
'object45','object55',,0,,,
'object45','object56',,,,,
'object45','object57',,,,,0
'object45','object58',,,,,
'object45','object59',,,,0,
'object45','object60',,,,,
'object45','object61',,,0,,
'object45','object62',,0,0,,
'object46','object0',,,0,,
'object46','object1',,,,,
'object46','object2',,,,,
'object46','object3',,,0,,
'object46','object4',,,,,
'object46','object5',0,,,0,
'object46','object6',,1,,,
'object46','object7',,,,,
'object46','object8',,,,,
'object46','object9',,,0,,
'object46','object10',0,,0,,
'object46','object11',,,,0,
'object46','object12',0,,,,
'object46','object13',,,,,
'object46','object14',,,,,
'object46','object15',,,,0,
'object46','object16',,,,0,
'object46','object17',,,0,0,
'object46','object18',,,0,,
'object46','object19',,,,,0
'object46','object20',,1,0,0,
'object46','object21',0,,,,
'object46','object22',,,,,0
'object46','object23',,,,,
'object46','object24',,1,0,0,
'object46','object25',0,,,0,
'object46','object26',,,,,0
'object46','object27',,,,0,0
'object46','object28',,1,,,
'object46','object29',,1,,,
'object46','object30',,,,0,
'object46','object31',,,,,
'object46','object32',,1,,,
'object46','object33',,1,,,
'object46','object34',,,,,
'object46','object35',,,,0,
'object46','object36',,,0,0,
'object46','object37',,,,,
'object46','object38',,,,0,
'object46','object39',,,,0,
'object46','object40',,1,,,
'object46','object41',,,,,
'object46','object42',,,,0,0
'object46','object43',,,0,,
'object46','object44',,,,0,0
'object46','object45',,,0,,0
'object46','object46',,,,,
'object46','object47',,,,,
'object46','object48',,,,,
'object46','object49',,,,,
'object46','object50',1,,,,
'object46','object51',,0,,,
'object46','object52',,,0,,
'object46','object53',1,,,,
'object46','object54',,,,,
'object46','object55',,,,,
'object46','object56',,,,,
'object46','object57',,,,0,0
'object46','object58',0,,,,
'object46','object59',,,,,
'object46','object60',0,,,0,
'object46','object61',0,0,,,
'object46','object62',,,,,
'object47','object0',,,0,,
'object47','object1',0,1,,,
'object47','object2',,,,0,
'object47','object3',,,,,
'object47','object4',,,,,
'object47','object5',,,,0,
'object47','object6',0,,0,,
'object47','object7',0,,0,,
'object47','object8',,,,0,
'object47','object9',0,,,,
'object47','object10',,1,,,
'object47','object11',,1,0,,0
'object47','object12',,,0,,
'object47','object13',0,,0,,
'object47','object14',0,,,,
'object47','object15',0,,,,
'object47','object16',,,,,
'object47','object17',,,,,
'object47','object18',,,0,,
'object47','object19',,1,,,
'object47','object20',,,,0,
'object47','object21',,,0,0,
'object47','object22',,,,,
'object47','object23',,,,,
'object47','object24',,,,,
'object47','object25',,,0,,
'object47','object26',,1,,,
'object47','object27',0,,,,
'object47','object28',0,,,0,
'object47','object29',,1,,,0
'object47','object30',,,,,
'object47','object31',,,,0,0
'object47','object32',,,0,,
'object47','object33',,,0,0,0
'object47','object34',,,,,
'object47','object35',,,,,
'object47','object36',,,,,0
'object47','object37',,,,,0
'object47','object38',,1,0,,
'object47','object39',,1,,,
'object47','object40',,1,0,,0
'object47','object41',,,,,
'object47','object42',,,0,,
'object47','object43',,,,,
'object47','object44',,,,,0
'object47','object45',0,,,,
'object47','object46',0,,,,0
'object47','object47',,1,,,
'object47','object48',,,,0,
'object47','object49',,,,0,
'object47','object50',,0,,,
'object47','object51',,0,,,
'object47','object52',,,,,
'object47','object53',,,0,,
'object47','object54',,,,,
'object47','object55',,,,,0
'object47','object56',,,,,
'object47','object57',,,0,0,0
'object47','object58',,0,,,
'object47','object59',0,,,0,
'object47','object60',,,,,
'object47','object61',,,,,
'object47','object62',0,,,,
'object48','object0',,,,,
'object48','object1',0,,0,0,
'object48','object2',0,,,,
'object48','object3',0,,,,
'object48','object4',0,1,,,
'object48','object5',,1,,,
'object48','object6',,,,,
'object48','object7',,,,,
'object48','object8',0,,,,
'object48','object9',,,,0,
'object48','object10',,,,,
'object48','object11',,,,,0
'object48','object12',,,,,
'object48','object13',,,,,
'object48','object14',,,,,0
'object48','object15',0,,,,
'object48','object16',,,,,
'object48','object17',0,,,,
'object48','object18',,1,,,
'object48','object19',,,,,0
'object48','object20',0,,,,
'object48','object21',,,,,0
'object48','object22',,,0,0,
'object48','object23',,,0,,0
'object48','object24',,,,,0
'object48','object25',,,,,
'object48','object26',,,,0,0
'object48','object27',,,,,0
'object48','object28',,,,,
'object48','object29',,,,,
'object48','object30',,,,,
'object48','object31',,,0,0,0
'object48','object32',,,,,
'object48','object33',,,,,
'object48','object34',0,1,,,
'object48','object35',,,0,0,
'object48','object36',,,,,
'object48','object37',,,,,
'object48','object38',,1,,0,0
'object48','object39',0,,,,0
'object48','object40',0,1,0,,
'object48','object41',,1,,,
'object48','object42',,,,,0
'object48','object43',0,,0,,
'object48','object44',,,,,
'object48','object45',,,0,0,
'object48','object46',0,,,,
'object48','object47',,1,,,
'object48','object48',,,,0,
'object48','object49',,,,,
'object48','object50',1,,1,,
'object48','object51',,,,,
'object48','object52',,,,,
'object48','object53',,0,,,
'object48','object54',1,,0,,
'object48','object55',,,0,0,
'object48','object56',,0,0,,
'object48','object57',,,,,0
'object48','object58',,,0,,0
'object48','object59',,0,,,
'object48','object60',,,,,
'object48','object61',,,,,
'object48','object62',,,0,,
'object49','object0',,,,,
'object49','object1',0,,,0,
'object49','object2',,,,,
'object49','object3',,,0,,
'object49','object4',,,0,,
'object49','object5',0,,,0,
'object49','object6',,1,,,
'object49','object7',,,,,
'object49','object8',,,,,
'object49','object9',,,,,0
'object49','object10',0,,,,
'object49','object11',,,0,0,
'object49','object12',,,,,
'object49','object13',,1,,,
'object49','object14',,,,0,
'object49','object15',,,,,0
'object49','object16',,,0,,
'object49','object17',,,,,0
'object49','object18',,,0,0,0
'object49','object19',,,0,,
'object49','object20',,,,,
'object49','object21',,,,,
'object49','object22',,,,,
'object49','object23',,,,,
'object49','object24',,,,,
'object49','object25',,1,,,
'object49','object26',0,,,,
'object49','object27',,1,,,
'object49','object28',,,,,
'object49','object29',0,1,0,,
'object49','object30',,1,,,
'object49','object31',,1,,0,0
'object49','object32',0,1,,,
'object49','object33',,,,,
'object49','object34',,,,,
'object49','object35',,1,0,,
'object49','object36',,1,,0,
'object49','object37',,,,,
'object49','object38',0,1,,,
'object49','object39',0,,0,0,
'object49','object40',,,0,,
'object49','object41',,,,0,0
'object49','object42',,,,,
'object49','object43',0,,,,
'object49','object44',,1,,,
'object49','object45',0,,,,
'object49','object46',0,,0,,
'object49','object47',,1,,0,
'object49','object48',,1,,,
'object49','object49',,,0,,
'object49','object50',,,,,
'object49','object51',,,,0,0
'object49','object52',1,,,,
'object49','object53',,,,,
'object49','object54',,,,,
'object49','object55',,,0,0,
'object49','object56',,0,,0,
'object49','object57',,,,,
'object49','object58',,,,,
'object49','object59',,,0,,
'object49','object60',,,,,
'object49','object61',,,,0,
'object49','object62',,,0,0,
'object50','object0',,,,,
'object50','object1',,,0,,0
'object50','object2',,,,0,
'object50','object3',,,0,,
'object50','object4',,,,,0
'object50','object5',0,0,,,0
'object50','object6',0,,,,
'object50','object7',,,,,
'object50','object8',,,0,,
'object50','object9',,,,,
'object50','object10',0,,,,
'object50','object11',,,,0,0
'object50','object12',,,,,
'object50','object13',,,,,
'object50','object14',0,0,0,,
'object50','object15',,,,0,
'object50','object16',,,,0,
'object50','object17',0,0,,,0
'object50','object18',0,,,,0
'object50','object19',,,,,
'object50','object20',,,0,,0
'object50','object21',,,,,
'object50','object22',,,0,,
'object50','object23',,,,,
'object50','object24',0,,,,0
'object50','object25',,0,,,
'object50','object26',,,0,0,
'object50','object27',,,,,0
'object50','object28',,,,,0
'object50','object29',,,,,
'object50','object30',,,,0,0
'object50','object31',,,,,
'object50','object32',,,,,
'object50','object33',,,,,
'object50','object34',,,,,
'object50','object35',,,,,
'object50','object36',,,0,0,
'object50','object37',,,,,0
'object50','object38',,,,,
'object50','object39',,,,0,
'object50','object40',,,,,
'object50','object41',,,,0,0
'object50','object42',,0,,,
'object50','object43',,0,,0,
'object50','object44',,0,,,
'object50','object45',,,,0,
'object50','object46',,0,,,0
'object50','object47',,,,,0
'object50','object48',,,,0,
'object50','object49',,,,,
'object50','object50',,,,,
'object50','object51',,,,,
'object50','object52',,,0,,
'object50','object53',,,,,
'object50','object54',,,,,
'object50','object55',,,,,
'object50','object56',0,0,,0,
'object50','object57',,,,,
'object50','object58',,0,,0,
'object50','object59',0,,,,
'object50','object60',0,,0,,
'object50','object61',,,0,,
'object50','object62',,,0,,0
'object51','object0',,,0,,
'object51','object1',,,,,
'object51','object2',0,,0,,
'object51','object3',,0,,,
'object51','object4',,0,,0,
'object51','object5',,,,0,
'object51','object6',0,,,,
'object51','object7',,,,0,
'object51','object8',,,,,
'object51','object9',,,,,
'object51','object10',,,,0,
'object51','object11',,,,,
'object51','object12',,,,,
'object51','object13',,0,,,
'object51','object14',,,,0,
'object51','object15',,,,,
'object51','object16',,,0,,0
'object51','object17',0,,,,
'object51','object18',,,,,0
